Trial	Subject	Stimulus	Fixation  start [ms]	Fixation  duration [ms]	Fixation  end [ms]	Fixation Position XY X	Fixation Position XY Y	 word	Reading AOI number	Reading direction	Eye	
Trial070	P04	rc-n1forced-anim-6.jpg	1362	272	1634	808.9	442.2	atkısı	4	Progressive	Left	
Trial070	P04	rc-n1forced-anim-6.jpg	2012	210	2222	880.2	424.7	tozlu	5	Progressive	Left	
Trial070	P04	rc-n1forced-anim-6.jpg	2247	533	2780	975.3	419.0	yerlere	6	Progressive	Left	
Trial070	P04	rc-n1forced-anim-6.jpg	2804	604	3409	1056.2	440.5	sürünüyordu.	7	Progressive	Left	
Trial070	P04	rc-n1forced-anim-6.jpg	4030	135	4165	966.8	456.1			Progressive	Left	
Trial070	P05	rc-n1forced-anim-6.jpg	1249	67	1316	801.4	449.1	atkısı	4	Progressive	Left	
Trial070	P05	rc-n1forced-anim-6.jpg	1355	67	1423	872.6	453.7	tozlu	5	Progressive	Left	
Trial070	P05	rc-n1forced-anim-6.jpg	1461	118	1579	875.4	441.8	tozlu	5	Progressive	Left	
Trial070	P05	rc-n1forced-anim-6.jpg	1607	330	1937	959.7	444.6	yerlere	6	Progressive	Left	
Trial070	P05	rc-n1forced-anim-6.jpg	1963	326	2289	1059.9	456.5			Progressive	Left	
Trial070	P06	rc-n1forced-anim-6.jpg	2500	229	2729	1060.3	439.5	sürünüyordu.	7	Progressive	Left	
Trial070	P06	rc-n1forced-anim-6.jpg	3423	255	3679	848.4	946.9	<buraya>	11	Progressive	Left	
Trial069	P07	rc-n1forced-anim-6.jpg	4473	232	4705	1073.4	456.2			Progressive	Left	
Trial069	P07	rc-n1forced-anim-6.jpg	4733	212	4945	998.2	429.0	yerlere	6	Regressive	Left	
Trial069	P07	rc-n1forced-anim-6.jpg	4972	83	5055	1084.9	428.0	sürünüyordu.	7	Progressive	Left	
