"subject","trial","stimulus","rid","FFD","FFP","SFD","FPRT","RBRT","TFT","RPD","CRPD","RRT","RRTP","RRTR","RBRC","TRC","LPRT","experiment","word","attachment","animacy","wlen","prev_wlen","next_wlen","roiLabel","subj"
"Denek04","Trial039","rc-n1forced-nonanim-3.jpg",5,159,1,0,159,159,318,159,3015,159,0,159,0,0,159,"rc","iki","N1 attachment","nonanim",3,6,3,"spillover","Denek04"
"Denek04","Trial041","rc-n2forced-nonanim-3x.jpg",2,532,1,0,604,604,1494,604,1214,890,0,890,0,0,143,"rc","kırılan","N2 attachment","nonanim",7,8,5,"pre-critical","Denek04"
"Denek04","Trial041","rc-n2forced-nonanim-3x.jpg",3,418,1,0,418,418,836,418,1632,418,0,418,0,0,418,"rc","kızın","N2 attachment","nonanim",5,7,6,"N1","Denek04"
"Denek04","Trial041","rc-n2forced-nonanim-3x.jpg",4,380,1,0,380,832,1664,975,2607,1284,452,832,1,2,452,"rc","vazosu","N2 attachment","nonanim",6,5,3,"N2","Denek04"
"Denek04","Trial041","rc-n2forced-nonanim-3x.jpg",5,0,0,0,0,0,0,0,2607,0,0,0,0,0,0,"rc","dün","N2 attachment","nonanim",3,6,9,"spillover","Denek04"
"Denek04","Trial043","rc-nonforced-anim-4.jpg",2,192,1,0,314,314,628,314,698,314,0,314,0,0,314,"rc","çekilen","ambiguous","anim",7,7,5,"pre-critical","Denek04"
"Denek04","Trial043","rc-nonforced-anim-4.jpg",3,322,1,0,322,322,644,322,1020,322,0,322,0,0,322,"rc","kızın","ambiguous","anim",5,7,6,"N1","Denek04"
"Denek04","Trial043","rc-nonforced-anim-4.jpg",4,178,1,0,266,266,532,266,1286,266,0,266,0,0,266,"rc","dayısı","ambiguous","anim",6,5,5,"N2","Denek04"
"Denek04","Trial043","rc-nonforced-anim-4.jpg",5,208,1,0,208,208,416,208,1494,208,0,208,0,0,208,"rc","elmas","ambiguous","anim",5,6,8,"spillover","Denek04"
"Denek04","Trial045","rc-n1forced-anim-4.jpg",2,273,1,0,273,273,910,273,715,637,0,637,0,1,182,"rc","geçinen","N1 attachment","anim",7,7,6,"pre-critical","Denek04"
"Denek04","Trial045","rc-n1forced-anim-4.jpg",3,440,1,0,440,440,880,440,1155,440,0,440,0,0,440,"rc","adamın","N1 attachment","anim",6,7,5,"N1","Denek04"
"Denek04","Trial045","rc-n1forced-anim-4.jpg",4,224,1,0,224,224,448,224,1379,224,0,224,0,0,224,"rc","köşkü","N1 attachment","anim",5,6,5,"N2","Denek04"
"Denek04","Trial045","rc-n1forced-anim-4.jpg",5,225,1,0,495,495,990,495,1874,495,0,495,0,0,495,"rc","geçen","N1 attachment","anim",5,5,3,"spillover","Denek04"
"Denek04","Trial047","rc-n2forced-anim-4.jpg",2,138,1,0,138,138,276,138,841,138,0,138,0,0,138,"rc","çıkarılan","N2 attachment","anim",9,5,5,"pre-critical","Denek04"
"Denek04","Trial047","rc-n2forced-anim-4.jpg",3,114,1,0,257,257,1074,257,1098,817,0,817,0,0,280,"rc","yatın","N2 attachment","anim",5,9,6,"N1","Denek04"
"Denek04","Trial047","rc-n2forced-anim-4.jpg",4,172,1,0,172,379,758,659,1757,586,207,379,1,2,207,"rc","aşçısı","N2 attachment","anim",6,5,10,"N2","Denek04"
"Denek04","Trial047","rc-n2forced-anim-4.jpg",5,384,1,0,711,711,1422,711,2468,711,0,711,0,0,711,"rc","işverenden","N2 attachment","anim",10,6,8,"spillover","Denek04"
"Denek04","Trial049","rc-nonforced-nonanim-4.jpg",2,552,1,0,552,552,1104,552,1075,552,0,552,0,0,552,"rc","kiralanan","ambiguous","nonanim",9,5,6,"pre-critical","Denek04"
"Denek04","Trial049","rc-nonforced-nonanim-4.jpg",3,288,1,0,656,656,1312,656,1731,656,0,656,0,0,656,"rc","köşkün","ambiguous","nonanim",6,9,5,"N1","Denek04"
"Denek04","Trial049","rc-nonforced-nonanim-4.jpg",4,186,1,0,186,186,372,186,1917,186,0,186,0,0,186,"rc","odası","ambiguous","nonanim",5,6,5,"N2","Denek04"
"Denek04","Trial049","rc-nonforced-nonanim-4.jpg",5,192,1,0,362,362,724,362,2279,362,0,362,0,0,362,"rc","akşam","ambiguous","nonanim",5,5,8,"spillover","Denek04"
"Denek04","Trial051","rc-n1forced-nonanim-4.jpg",2,302,1,0,302,302,1144,302,983,842,0,842,0,1,270,"rc","verilen","N1 attachment","nonanim",7,6,7,"pre-critical","Denek04"
"Denek04","Trial051","rc-n1forced-nonanim-4.jpg",3,144,1,0,1092,1092,2184,1092,2075,1092,0,1092,0,0,1092,"rc","büronun","N1 attachment","nonanim",7,7,4,"N1","Denek04"
"Denek04","Trial051","rc-n1forced-nonanim-4.jpg",4,137,1,0,137,137,274,137,2212,137,0,137,0,0,137,"rc","şefi","N1 attachment","nonanim",4,7,8,"N2","Denek04"
"Denek04","Trial051","rc-n1forced-nonanim-4.jpg",5,273,1,0,430,430,860,430,2642,430,0,430,0,0,430,"rc","görevini","N1 attachment","nonanim",8,4,9,"spillover","Denek04"
"Denek04","Trial053","rc-n2forced-nonanim-4.jpg",2,120,1,0,1274,1274,2548,1274,1970,1274,0,1274,0,0,1274,"rc","yankılanan","N2 attachment","nonanim",10,5,7,"pre-critical","Denek04"
"Denek04","Trial053","rc-n2forced-nonanim-4.jpg",3,452,1,0,452,452,904,452,2422,452,0,452,0,0,452,"rc","müdürün","N2 attachment","nonanim",7,10,4,"N1","Denek04"
"Denek04","Trial053","rc-n2forced-nonanim-4.jpg",4,0,0,0,0,0,0,0,2422,0,0,0,0,0,0,"rc","sesi","N2 attachment","nonanim",4,7,13,"N2","Denek04"
"Denek04","Trial053","rc-n2forced-nonanim-4.jpg",5,260,1,0,530,530,1060,530,2952,530,0,530,0,0,530,"rc","çevredekileri","N2 attachment","nonanim",13,4,3,"spillover","Denek04"
"Denek04","Trial055","rc-nonforced-anim-5.jpg",2,163,1,0,344,344,688,344,788,344,0,344,0,0,344,"rc","aranan","ambiguous","anim",6,8,7,"pre-critical","Denek04"
"Denek04","Trial055","rc-nonforced-anim-5.jpg",3,298,1,0,298,298,596,298,1086,298,0,298,0,0,298,"rc","kadının","ambiguous","anim",7,6,6,"N1","Denek04"
"Denek04","Trial055","rc-nonforced-anim-5.jpg",4,211,1,0,369,369,738,369,1455,369,0,369,0,0,369,"rc","katili","ambiguous","anim",6,7,4,"N2","Denek04"
"Denek04","Trial055","rc-nonforced-anim-5.jpg",5,164,1,0,164,164,328,164,1619,164,0,164,0,0,164,"rc","uzak","ambiguous","anim",4,6,3,"spillover","Denek04"
"Denek04","Trial057","rc-n1forced-anim-5.jpg",2,230,1,0,230,230,460,230,958,230,0,230,0,0,230,"rc","oturan","N1 attachment","anim",6,8,6,"pre-critical","Denek04"
"Denek04","Trial057","rc-n1forced-anim-5.jpg",3,302,1,0,397,397,794,397,1355,397,0,397,0,0,397,"rc","adamın","N1 attachment","anim",6,6,5,"N1","Denek04"
"Denek04","Trial057","rc-n1forced-anim-5.jpg",4,229,1,0,229,229,458,229,1584,229,0,229,0,0,229,"rc","ayağı","N1 attachment","anim",5,6,3,"N2","Denek04"
"Denek04","Trial057","rc-n1forced-anim-5.jpg",5,188,1,0,188,188,376,188,1772,188,0,188,0,0,188,"rc","çok","N1 attachment","anim",3,5,6,"spillover","Denek04"
"Denek04","Trial059","rc-n2forced-anim-5.jpg",2,236,1,0,334,334,668,334,842,334,0,334,0,0,334,"rc","bekleyen","N2 attachment","anim",8,6,4,"pre-critical","Denek04"
"Denek04","Trial059","rc-n2forced-anim-5.jpg",3,132,1,0,132,132,264,132,974,132,0,132,0,0,132,"rc","evin","N2 attachment","anim",4,8,7,"N1","Denek04"
"Denek04","Trial059","rc-n2forced-anim-5.jpg",4,456,1,0,456,456,912,456,1430,456,0,456,0,0,456,"rc","bekçisi","N2 attachment","anim",7,4,4,"N2","Denek04"
"Denek04","Trial059","rc-n2forced-anim-5.jpg",5,240,1,0,482,482,964,482,1912,482,0,482,0,0,482,"rc","saat","N2 attachment","anim",4,7,3,"spillover","Denek04"
"Denek04","Trial061","rc-nonforced-nonanim-5.jpg",2,99,1,0,367,367,734,367,965,367,0,367,0,0,367,"rc","temizlenen","ambiguous","nonanim",10,5,4,"pre-critical","Denek04"
"Denek04","Trial061","rc-nonforced-nonanim-5.jpg",3,125,1,0,261,261,522,261,1226,261,0,261,0,0,261,"rc","evin","ambiguous","nonanim",4,10,7,"N1","Denek04"
"Denek04","Trial061","rc-nonforced-nonanim-5.jpg",4,252,1,0,252,252,504,252,1478,252,0,252,0,0,252,"rc","bahçesi","ambiguous","nonanim",7,4,7,"N2","Denek04"
"Denek04","Trial061","rc-nonforced-nonanim-5.jpg",5,132,1,0,410,410,820,410,1888,410,0,410,0,0,410,"rc","yeniden","ambiguous","nonanim",7,7,5,"spillover","Denek04"
"Denek04","Trial063","rc-n1forced-nonanim-5.jpg",2,251,1,0,635,635,1270,635,1724,635,0,635,0,0,635,"rc","batan","N1 attachment","nonanim",5,10,5,"pre-critical","Denek04"
"Denek04","Trial063","rc-n1forced-nonanim-5.jpg",3,387,1,0,387,387,774,387,2111,387,0,387,0,0,387,"rc","salın","N1 attachment","nonanim",5,5,6,"N1","Denek04"
"Denek04","Trial063","rc-n1forced-nonanim-5.jpg",4,218,1,0,370,370,740,370,2481,370,0,370,0,0,370,"rc","sahibi","N1 attachment","nonanim",6,5,6,"N2","Denek04"
"Denek04","Trial063","rc-n1forced-nonanim-5.jpg",5,342,1,0,342,342,684,342,2823,342,0,342,0,0,342,"rc","kıyıya","N1 attachment","nonanim",6,6,7,"spillover","Denek04"
"Denek04","Trial065","rc-n2forced-nonanim-5.jpg",2,286,1,0,522,522,1044,522,1591,522,0,522,0,0,522,"rc","sarılan","N2 attachment","nonanim",7,6,6,"pre-critical","Denek04"
"Denek04","Trial065","rc-n2forced-nonanim-5.jpg",3,0,0,0,0,0,0,0,1591,0,0,0,0,0,0,"rc","adamın","N2 attachment","nonanim",6,7,5,"N1","Denek04"
"Denek04","Trial065","rc-n2forced-nonanim-5.jpg",4,187,1,0,263,263,526,263,1854,263,0,263,0,0,263,"rc","ayağı","N2 attachment","nonanim",5,6,5,"N2","Denek04"
"Denek04","Trial065","rc-n2forced-nonanim-5.jpg",5,121,1,0,174,174,348,174,2028,174,0,174,0,0,174,"rc","sabah","N2 attachment","nonanim",5,5,4,"spillover","Denek04"
"Denek04","Trial067","rc-nonforced-anim-6.jpg",2,326,1,0,326,326,652,326,898,326,0,326,0,0,326,"rc","aranan","ambiguous","anim",6,8,7,"pre-critical","Denek04"
"Denek04","Trial067","rc-nonforced-anim-6.jpg",3,586,1,0,662,662,1324,662,1560,662,0,662,0,0,662,"rc","askerin","ambiguous","anim",7,6,4,"N1","Denek04"
"Denek04","Trial067","rc-nonforced-anim-6.jpg",4,163,1,0,163,163,696,163,1723,533,0,533,0,0,185,"rc","kızı","ambiguous","anim",4,7,9,"N2","Denek04"
"Denek04","Trial067","rc-nonforced-anim-6.jpg",5,250,1,0,250,1030,2060,1215,2938,1810,780,1030,1,2,780,"rc","istasyonu","ambiguous","anim",9,4,9,"spillover","Denek04"
"Denek04","Trial069","rc-n1forced-anim-6.jpg",2,179,1,0,179,179,358,179,454,179,0,179,0,0,179,"rc","yürüyen","N1 attachment","anim",7,7,5,"pre-critical","Denek04"
"Denek04","Trial069","rc-n1forced-anim-6.jpg",3,448,1,0,448,448,896,448,902,448,0,448,0,0,448,"rc","kızın","N1 attachment","anim",5,7,6,"N1","Denek04"
"Denek04","Trial069","rc-n1forced-anim-6.jpg",4,666,1,0,666,666,1332,666,1568,666,0,666,0,0,666,"rc","atkısı","N1 attachment","anim",6,5,5,"N2","Denek04"
"Denek04","Trial069","rc-n1forced-anim-6.jpg",5,259,1,0,259,259,518,259,1827,259,0,259,0,0,259,"rc","tozlu","N1 attachment","anim",5,6,7,"spillover","Denek04"
"Denek04","Trial071","rc-n2forced-anim-6.jpg",2,296,1,0,296,1194,2878,1668,2314,2582,898,1684,1,3,245,"rc","isteyen","N2 attachment","anim",7,7,7,"pre-critical","Denek04"
"Denek04","Trial071","rc-n2forced-anim-6.jpg",3,219,1,0,575,575,1150,575,2889,575,0,575,0,0,575,"rc","büronun","N2 attachment","anim",7,7,4,"N1","Denek04"
"Denek04","Trial071","rc-n2forced-anim-6.jpg",4,0,0,0,0,0,0,0,2889,0,0,0,0,0,0,"rc","şefi","N2 attachment","anim",4,7,3,"N2","Denek04"
"Denek04","Trial071","rc-n2forced-anim-6.jpg",5,518,1,0,624,624,1248,624,3513,624,0,624,0,0,624,"rc","ilk","N2 attachment","anim",3,4,4,"spillover","Denek04"
"Denek04","Trial073","rc-nonforced-nonanim-6.jpg",2,457,1,0,457,457,914,457,769,457,0,457,0,0,457,"rc","kırılan","ambiguous","nonanim",7,7,7,"pre-critical","Denek04"
"Denek04","Trial073","rc-nonforced-nonanim-6.jpg",3,726,1,0,726,726,1452,726,1495,726,0,726,0,0,726,"rc","kapının","ambiguous","nonanim",7,7,4,"N1","Denek04"
"Denek04","Trial073","rc-nonforced-nonanim-6.jpg",4,142,1,0,633,633,1266,633,2128,633,0,633,0,0,633,"rc","kolu","ambiguous","nonanim",4,7,3,"N2","Denek04"
"Denek04","Trial073","rc-nonforced-nonanim-6.jpg",5,226,1,0,226,226,452,226,2354,226,0,226,0,0,226,"rc","dün","ambiguous","nonanim",3,4,5,"spillover","Denek04"
"Denek04","Trial075","rc-n1forced-nonanim-6.jpg",2,294,1,0,347,347,694,347,1241,347,0,347,0,0,347,"rc","yırtılan","N1 attachment","nonanim",8,7,5,"pre-critical","Denek04"
"Denek04","Trial075","rc-n1forced-nonanim-6.jpg",3,897,1,0,1205,1205,2410,1205,2446,1205,0,1205,0,0,1205,"rc","kotun","N1 attachment","nonanim",5,8,6,"N1","Denek04"
"Denek04","Trial075","rc-n1forced-nonanim-6.jpg",4,227,1,0,227,227,454,227,2673,227,0,227,0,0,227,"rc","sahibi","N1 attachment","nonanim",6,5,7,"N2","Denek04"
"Denek04","Trial075","rc-n1forced-nonanim-6.jpg",5,469,1,0,1089,1089,2178,1089,3762,1089,0,1089,0,0,1089,"rc","çamaşır","N1 attachment","nonanim",7,6,5,"spillover","Denek04"
"Denek04","Trial077","rc-n2forced-nonanim-6.jpg",2,192,1,0,364,364,728,364,845,364,0,364,0,0,364,"rc","kiralanan","N2 attachment","nonanim",9,5,6,"pre-critical","Denek04"
"Denek04","Trial077","rc-n2forced-nonanim-6.jpg",3,176,1,0,412,412,824,412,1257,412,0,412,0,0,412,"rc","adamın","N2 attachment","nonanim",6,9,5,"N1","Denek04"
"Denek04","Trial077","rc-n2forced-nonanim-6.jpg",4,176,1,0,176,176,352,176,1433,176,0,176,0,0,176,"rc","köşkü","N2 attachment","nonanim",5,6,6,"N2","Denek04"
"Denek04","Trial077","rc-n2forced-nonanim-6.jpg",5,224,1,0,332,332,664,332,1765,332,0,332,0,0,332,"rc","önceki","N2 attachment","nonanim",6,5,3,"spillover","Denek04"
"Deney02","Trial008","rc-nonforced-anim-1.jpg",2,228,1,0,228,228,456,228,606,228,0,228,0,0,228,"rc","yıkanan","ambiguous","anim",7,7,7,"pre-critical","Deney02"
"Deney02","Trial008","rc-nonforced-anim-1.jpg",3,210,1,0,422,422,844,422,1028,422,0,422,0,0,422,"rc","kadının","ambiguous","anim",7,7,4,"N1","Deney02"
"Deney02","Trial008","rc-nonforced-anim-1.jpg",4,208,1,0,208,208,416,208,1236,208,0,208,0,0,208,"rc","oğlu","ambiguous","anim",4,7,3,"N2","Deney02"
"Deney02","Trial008","rc-nonforced-anim-1.jpg",5,0,0,0,0,0,0,0,1236,0,0,0,0,0,0,"rc","dün","ambiguous","anim",3,4,5,"spillover","Deney02"
"Deney02","Trial010","rc-n1forced-anim-1.jpg",2,332,1,0,332,332,884,332,526,552,0,552,0,0,110,"rc","bağıran","N1 attachment","anim",7,6,7,"pre-critical","Deney02"
"Deney02","Trial010","rc-n1forced-anim-1.jpg",3,332,1,0,332,479,958,589,1115,626,147,479,1,2,147,"rc","müdürün","N1 attachment","anim",7,7,4,"N1","Deney02"
"Deney02","Trial010","rc-n1forced-anim-1.jpg",4,156,1,0,156,156,312,156,1271,156,0,156,0,0,156,"rc","sesi","N1 attachment","anim",4,7,8,"N2","Deney02"
"Deney02","Trial010","rc-n1forced-anim-1.jpg",5,306,1,0,306,306,612,306,1577,306,0,306,0,0,306,"rc","caddenin","N1 attachment","anim",8,4,10,"spillover","Deney02"
"Deney02","Trial012","rc-n2forced-anim-1.jpg",2,244,1,0,244,244,488,244,381,244,0,244,0,0,244,"rc","yürüyen","N2 attachment","anim",7,7,5,"pre-critical","Deney02"
"Deney02","Trial012","rc-n2forced-anim-1.jpg",3,196,1,0,196,196,392,196,577,196,0,196,0,0,196,"rc","köyün","N2 attachment","anim",5,7,6,"N1","Deney02"
"Deney02","Trial012","rc-n2forced-anim-1.jpg",4,520,1,0,520,520,1040,520,1097,520,0,520,0,0,520,"rc","delisi","N2 attachment","anim",6,5,5,"N2","Deney02"
"Deney02","Trial012","rc-n2forced-anim-1.jpg",5,226,1,0,226,226,452,226,1323,226,0,226,0,0,226,"rc","garip","N2 attachment","anim",5,6,10,"spillover","Deney02"
"Deney02","Trial014","rc-nonforced-nonanim-1.jpg",2,249,1,0,249,249,1126,249,976,877,0,877,0,0,314,"rc","kirlenen","ambiguous","nonanim",8,6,5,"pre-critical","Deney02"
"Deney02","Trial014","rc-nonforced-nonanim-1.jpg",3,245,1,0,245,245,490,245,1221,245,0,245,0,0,245,"rc","yolun","ambiguous","nonanim",5,8,6,"N1","Deney02"
"Deney02","Trial014","rc-nonforced-nonanim-1.jpg",4,109,1,0,282,282,564,282,1503,282,0,282,0,0,282,"rc","etrafı","ambiguous","nonanim",6,5,8,"N2","Deney02"
"Deney02","Trial014","rc-nonforced-nonanim-1.jpg",5,320,1,0,320,320,640,320,1823,320,0,320,0,0,320,"rc","yemyeşil","ambiguous","nonanim",8,6,9,"spillover","Deney02"
"Deney02","Trial016","rc-n2forced-nonanim-1.jpg",2,122,1,0,122,122,244,122,519,122,0,122,0,0,122,"rc","yıkılan","N2 attachment","nonanim",7,8,8,"pre-critical","Deney02"
"Deney02","Trial016","rc-n2forced-nonanim-1.jpg",3,186,1,0,380,380,760,380,899,380,0,380,0,0,380,"rc","patronun","N2 attachment","nonanim",8,7,3,"N1","Deney02"
"Deney02","Trial016","rc-n2forced-nonanim-1.jpg",4,188,1,0,188,188,376,188,1087,188,0,188,0,0,188,"rc","evi","N2 attachment","nonanim",3,8,5,"N2","Deney02"
"Deney02","Trial016","rc-n2forced-nonanim-1.jpg",5,196,1,0,196,196,392,196,1283,196,0,196,0,0,196,"rc","geçen","N2 attachment","nonanim",5,3,2,"spillover","Deney02"
"Deney02","Trial017","rc-n1forced-nonanim-1.jpg",2,364,1,0,364,551,1102,819,1093,738,187,551,1,2,187,"rc","batan","N1 attachment","nonanim",5,9,5,"pre-critical","Deney02"
"Deney02","Trial017","rc-n1forced-nonanim-1.jpg",3,347,1,0,347,347,694,347,1440,347,0,347,0,0,347,"rc","yatın","N1 attachment","nonanim",5,5,6,"N1","Deney02"
"Deney02","Trial017","rc-n1forced-nonanim-1.jpg",4,320,1,0,320,320,1058,320,1760,738,0,738,0,0,209,"rc","aşçısı","N1 attachment","nonanim",6,5,4,"N2","Deney02"
"Deney02","Trial017","rc-n1forced-nonanim-1.jpg",5,218,1,0,218,412,824,621,2381,606,194,412,1,2,194,"rc","yeni","N1 attachment","nonanim",4,6,3,"spillover","Deney02"
"Deney02","Trial020","rc-nonforced-anim-2.jpg",2,242,1,0,242,242,484,242,496,242,0,242,0,0,242,"rc","dikilen","ambiguous","anim",7,7,5,"pre-critical","Deney02"
"Deney02","Trial020","rc-nonforced-anim-2.jpg",3,210,1,0,210,210,420,210,706,210,0,210,0,0,210,"rc","kızın","ambiguous","anim",5,7,6,"N1","Deney02"
"Deney02","Trial020","rc-nonforced-anim-2.jpg",4,286,1,0,286,286,572,286,992,286,0,286,0,0,286,"rc","amcası","ambiguous","anim",6,5,8,"N2","Deney02"
"Deney02","Trial020","rc-nonforced-anim-2.jpg",5,268,1,0,428,428,856,428,1420,428,0,428,0,0,428,"rc","etrafına","ambiguous","anim",8,6,11,"spillover","Deney02"
"Deney02","Trial022","rc-n1forced-anim-2.jpg",2,204,1,0,204,204,408,204,338,204,0,204,0,0,204,"rc","satılan","N1 attachment","anim",7,7,8,"pre-critical","Deney02"
"Deney02","Trial022","rc-n1forced-anim-2.jpg",3,220,1,0,376,376,752,376,714,376,0,376,0,0,376,"rc","patronun","N1 attachment","anim",8,7,3,"N1","Deney02"
"Deney02","Trial022","rc-n1forced-anim-2.jpg",4,135,1,0,135,135,270,135,849,135,0,135,0,0,135,"rc","evi","N1 attachment","anim",3,8,5,"N2","Deney02"
"Deney02","Trial022","rc-n1forced-anim-2.jpg",5,210,1,0,210,210,420,210,1059,210,0,210,0,0,210,"rc","geçen","N1 attachment","anim",5,3,2,"spillover","Deney02"
"Deney02","Trial024","rc-n2forced-anim-2.jpg",2,149,1,0,332,332,664,502,836,332,0,332,1,2,332,"rc","boğulan","N2 attachment","anim",7,7,5,"pre-critical","Deney02"
"Deney02","Trial024","rc-n2forced-anim-2.jpg",3,0,0,0,0,0,0,0,836,0,0,0,0,0,0,"rc","salın","N2 attachment","anim",5,7,6,"N1","Deney02"
"Deney02","Trial024","rc-n2forced-anim-2.jpg",4,274,1,0,274,274,548,274,1110,274,0,274,0,0,274,"rc","sahibi","N2 attachment","anim",6,5,3,"N2","Deney02"
"Deney02","Trial024","rc-n2forced-anim-2.jpg",5,369,1,0,369,369,738,369,1479,369,0,369,0,0,369,"rc","dün","N2 attachment","anim",3,6,5,"spillover","Deney02"
"Deney02","Trial026","rc-nonforced-nonanim-2.jpg",2,210,1,0,210,210,420,210,424,210,0,210,0,0,210,"rc","kirlenen","ambiguous","nonanim",8,6,5,"pre-critical","Deney02"
"Deney02","Trial026","rc-nonforced-nonanim-2.jpg",3,0,0,0,0,0,740,0,424,740,0,740,0,3,225,"rc","gölün","ambiguous","nonanim",5,8,6,"N1","Deney02"
"Deney02","Trial026","rc-nonforced-nonanim-2.jpg",4,217,1,0,217,217,900,217,641,683,0,683,0,2,233,"rc","etrafı","ambiguous","nonanim",6,5,5,"N2","Deney02"
"Deney02","Trial026","rc-nonforced-nonanim-2.jpg",5,204,1,0,204,204,408,204,845,204,0,204,0,0,204,"rc","büyük","ambiguous","nonanim",5,6,10,"spillover","Deney02"
"Deney02","Trial028","rc-n1forced-nonanim-2.jpg",2,186,1,0,186,186,372,186,946,186,0,186,0,0,186,"rc","yıkılan","N1 attachment","nonanim",7,8,4,"pre-critical","Deney02"
"Deney02","Trial028","rc-n1forced-nonanim-2.jpg",3,185,1,0,185,185,370,185,1131,185,0,185,0,0,185,"rc","evin","N1 attachment","nonanim",4,7,7,"N1","Deney02"
"Deney02","Trial028","rc-n1forced-nonanim-2.jpg",4,494,1,0,494,494,988,494,1625,494,0,494,0,0,494,"rc","bekçisi","N1 attachment","nonanim",7,4,5,"N2","Deney02"
"Deney02","Trial028","rc-n1forced-nonanim-2.jpg",5,0,0,0,0,0,0,0,1625,0,0,0,0,0,0,"rc","başka","N1 attachment","nonanim",5,7,3,"spillover","Deney02"
"Deney02","Trial030","rc-n2forced-nonanim-2.jpg",2,334,1,0,334,334,1004,334,532,670,0,670,0,2,168,"rc","yırtılan","N2 attachment","nonanim",8,6,5,"pre-critical","Deney02"
"Deney02","Trial030","rc-n2forced-nonanim-2.jpg",3,0,0,0,0,0,0,0,532,0,0,0,0,0,0,"rc","kızın","N2 attachment","nonanim",5,8,6,"N1","Deney02"
"Deney02","Trial030","rc-n2forced-nonanim-2.jpg",4,518,1,0,518,518,1036,518,1050,518,0,518,0,0,518,"rc","atkısı","N2 attachment","nonanim",6,5,7,"N2","Deney02"
"Deney02","Trial030","rc-n2forced-nonanim-2.jpg",5,256,1,0,256,256,512,256,1306,256,0,256,0,0,256,"rc","çamaşır","N2 attachment","nonanim",7,6,10,"spillover","Deney02"
"Deney02","Trial032","rc-nonforced-anim-3.jpg",2,288,1,0,288,288,576,288,468,288,0,288,0,0,288,"rc","ağlayan","ambiguous","anim",7,7,5,"pre-critical","Deney02"
"Deney02","Trial032","rc-nonforced-anim-3.jpg",3,218,1,0,218,218,436,218,686,218,0,218,0,0,218,"rc","kızın","ambiguous","anim",5,7,6,"N1","Deney02"
"Deney02","Trial032","rc-nonforced-anim-3.jpg",4,322,1,0,322,322,644,322,1008,322,0,322,0,0,322,"rc","halası","ambiguous","anim",6,5,4,"N2","Deney02"
"Deney02","Trial032","rc-nonforced-anim-3.jpg",5,198,1,0,198,198,396,198,1206,198,0,198,0,0,198,"rc","evde","ambiguous","anim",4,6,13,"spillover","Deney02"
"Deney02","Trial034","rc-n1forced-anim-3.jpg",2,316,1,0,316,316,632,316,450,316,0,316,0,0,316,"rc","ağlayan","N1 attachment","anim",7,7,5,"pre-critical","Deney02"
"Deney02","Trial034","rc-n1forced-anim-3.jpg",3,316,1,0,316,316,632,316,766,316,0,316,0,0,316,"rc","kızın","N1 attachment","anim",5,7,6,"N1","Deney02"
"Deney02","Trial034","rc-n1forced-anim-3.jpg",4,375,1,0,375,375,750,375,1141,375,0,375,0,0,375,"rc","vazosu","N1 attachment","anim",6,5,7,"N2","Deney02"
"Deney02","Trial034","rc-n1forced-anim-3.jpg",5,142,1,0,142,142,284,142,1283,142,0,142,0,0,142,"rc","öğleyin","N1 attachment","anim",7,6,9,"spillover","Deney02"
"Deney02","Trial036","rc-n2forced-anim-3.jpg",2,190,1,0,190,190,380,190,392,190,0,190,0,0,190,"rc","konuşan","N2 attachment","anim",7,7,5,"pre-critical","Deney02"
"Deney02","Trial036","rc-n2forced-anim-3.jpg",3,137,1,0,137,137,730,137,529,593,0,593,0,0,228,"rc","kotun","N2 attachment","anim",5,7,6,"N1","Deney02"
"Deney02","Trial036","rc-n2forced-anim-3.jpg",4,118,1,0,118,358,716,586,1115,598,240,358,1,2,240,"rc","sahibi","N2 attachment","anim",6,5,4,"N2","Deney02"
"Deney02","Trial036","rc-n2forced-anim-3.jpg",5,264,1,0,264,264,528,264,1379,264,0,264,0,0,264,"rc","kotu","N2 attachment","anim",4,6,7,"spillover","Deney02"
"Deney02","Trial038","rc-nonforced-nonanim-3.jpg",2,192,1,0,192,192,384,192,370,192,0,192,0,0,192,"rc","bozulan","ambiguous","nonanim",7,7,6,"pre-critical","Deney02"
"Deney02","Trial038","rc-nonforced-nonanim-3.jpg",3,230,1,0,230,230,460,230,600,230,0,230,0,0,230,"rc","aracın","ambiguous","nonanim",6,7,5,"N1","Deney02"
"Deney02","Trial038","rc-nonforced-nonanim-3.jpg",4,268,1,0,268,268,536,268,868,268,0,268,0,0,268,"rc","aküsü","ambiguous","nonanim",5,6,5,"N2","Deney02"
"Deney02","Trial038","rc-nonforced-nonanim-3.jpg",5,277,1,0,277,277,554,277,1145,277,0,277,0,0,277,"rc","başka","ambiguous","nonanim",5,5,9,"spillover","Deney02"
"Deney02","Trial040","rc-n1forced-nonanim-3.jpg",2,190,1,0,190,190,952,190,318,762,0,762,0,1,286,"rc","kapanan","N1 attachment","nonanim",7,7,5,"pre-critical","Deney02"
"Deney02","Trial040","rc-n1forced-nonanim-3.jpg",3,208,1,0,208,208,416,208,526,208,0,208,0,0,208,"rc","köyün","N1 attachment","nonanim",5,7,6,"N1","Deney02"
"Deney02","Trial040","rc-n1forced-nonanim-3.jpg",4,210,1,0,210,210,780,210,736,570,0,570,0,2,180,"rc","delisi","N1 attachment","nonanim",6,5,3,"N2","Deney02"
