"subject","trial","stimulus","rid","FFD","FFP","SFD","FPRT","RBRT","TFT","RPD","CRPD","RRT","RRTP","RRTR","RBRC","TRC","LPRT","experiment","word","attachment","animacy","wlen","prev_wlen","next_wlen","roiLabel","subj"
"Denek01","Trial007","rc-nonforced-anim-1.jpg",2,116,1,0,336,336,672,336,538,336,0,336,0,0,336,"rc","yıkanan","ambiguous","anim",7,7,7,"pre-critical","Denek01"
"Denek01","Trial007","rc-nonforced-anim-1.jpg",3,175,1,0,270,270,540,270,808,270,0,270,0,0,270,"rc","kadının","ambiguous","anim",7,7,4,"N1","Denek01"
"Denek01","Trial007","rc-nonforced-anim-1.jpg",4,0,0,0,0,0,0,0,808,0,0,0,0,0,0,"rc","oğlu","ambiguous","anim",4,7,3,"N2","Denek01"
"Denek01","Trial007","rc-nonforced-anim-1.jpg",5,95,1,0,95,95,190,95,903,95,0,95,0,0,95,"rc","dün","ambiguous","anim",3,4,5,"spillover","Denek01"
"Denek01","Trial009","rc-n1forced-anim-1.jpg",2,199,1,0,199,199,398,199,331,199,0,199,0,0,199,"rc","bağıran","N1 attachment","anim",7,6,7,"pre-critical","Denek01"
"Denek01","Trial009","rc-n1forced-anim-1.jpg",3,184,1,0,184,184,368,184,515,184,0,184,0,0,184,"rc","müdürün","N1 attachment","anim",7,7,4,"N1","Denek01"
"Denek01","Trial009","rc-n1forced-anim-1.jpg",4,0,0,0,0,0,0,0,515,0,0,0,0,0,0,"rc","sesi","N1 attachment","anim",4,7,8,"N2","Denek01"
"Denek01","Trial009","rc-n1forced-anim-1.jpg",5,206,1,0,854,854,1708,854,1369,854,0,854,0,0,854,"rc","caddenin","N1 attachment","anim",8,4,10,"spillover","Denek01"
"Denek01","Trial011","rc-n2forced-anim-1.jpg",2,0,0,0,0,0,0,0,103,0,0,0,0,0,0,"rc","yürüyen","N2 attachment","anim",7,7,5,"pre-critical","Denek01"
"Denek01","Trial011","rc-n2forced-anim-1.jpg",3,0,0,0,0,0,0,0,103,0,0,0,0,0,0,"rc","köyün","N2 attachment","anim",5,7,6,"N1","Denek01"
"Denek01","Trial011","rc-n2forced-anim-1.jpg",4,182,1,0,369,369,738,369,472,369,0,369,0,0,369,"rc","delisi","N2 attachment","anim",6,5,5,"N2","Denek01"
"Denek01","Trial011","rc-n2forced-anim-1.jpg",5,200,1,0,200,200,400,200,672,200,0,200,0,0,200,"rc","garip","N2 attachment","anim",5,6,10,"spillover","Denek01"
"Denek01","Trial013","rc-nonforced-nonanim-1.jpg",2,170,1,0,390,390,780,390,682,390,0,390,0,0,390,"rc","kirlenen","ambiguous","nonanim",8,6,5,"pre-critical","Denek01"
"Denek01","Trial013","rc-nonforced-nonanim-1.jpg",3,0,0,0,0,0,0,0,682,0,0,0,0,0,0,"rc","yolun","ambiguous","nonanim",5,8,6,"N1","Denek01"
"Denek01","Trial013","rc-nonforced-nonanim-1.jpg",4,354,1,0,667,667,1334,667,1349,667,0,667,0,0,667,"rc","etrafı","ambiguous","nonanim",6,5,8,"N2","Denek01"
"Denek01","Trial013","rc-nonforced-nonanim-1.jpg",5,338,1,0,338,338,676,338,1687,338,0,338,0,0,338,"rc","yemyeşil","ambiguous","nonanim",8,6,9,"spillover","Denek01"
"Denek01","Trial015","rc-n2forced-nonanim-1.jpg",2,177,1,0,177,177,354,177,312,177,0,177,0,0,177,"rc","yıkılan","N2 attachment","nonanim",7,8,8,"pre-critical","Denek01"
"Denek01","Trial015","rc-n2forced-nonanim-1.jpg",3,280,1,0,280,280,960,280,592,680,0,680,0,0,200,"rc","patronun","N2 attachment","nonanim",8,7,3,"N1","Denek01"
"Denek01","Trial015","rc-n2forced-nonanim-1.jpg",4,0,0,0,0,0,0,0,592,0,0,0,0,0,0,"rc","evi","N2 attachment","nonanim",3,8,5,"N2","Denek01"
"Denek01","Trial015","rc-n2forced-nonanim-1.jpg",5,208,1,0,208,770,1540,970,1562,1332,562,770,1,2,562,"rc","geçen","N2 attachment","nonanim",5,3,2,"spillover","Denek01"
"Denek01","Trial016","rc-n1forced-nonanim-1.jpg",2,150,1,0,336,336,1444,336,475,1108,0,1108,0,0,386,"rc","batan","N1 attachment","nonanim",5,9,5,"pre-critical","Denek01"
"Denek01","Trial016","rc-n1forced-nonanim-1.jpg",3,302,1,0,302,302,1524,302,777,1222,0,1222,0,0,202,"rc","yatın","N1 attachment","nonanim",5,5,6,"N1","Denek01"
"Denek01","Trial016","rc-n1forced-nonanim-1.jpg",4,612,1,0,612,612,2890,612,1389,2278,0,2278,0,4,454,"rc","aşçısı","N1 attachment","nonanim",6,5,4,"N2","Denek01"
"Denek01","Trial016","rc-n1forced-nonanim-1.jpg",5,223,1,0,223,223,446,223,1612,223,0,223,0,0,223,"rc","yeni","N1 attachment","nonanim",4,6,3,"spillover","Denek01"
"Denek01","Trial019","rc-nonforced-anim-2.jpg",2,222,1,0,222,222,444,222,324,222,0,222,0,0,222,"rc","dikilen","ambiguous","anim",7,7,5,"pre-critical","Denek01"
"Denek01","Trial019","rc-nonforced-anim-2.jpg",3,0,0,0,0,0,0,0,324,0,0,0,0,0,0,"rc","kızın","ambiguous","anim",5,7,6,"N1","Denek01"
"Denek01","Trial019","rc-nonforced-anim-2.jpg",4,250,1,0,458,458,916,458,782,458,0,458,0,0,458,"rc","amcası","ambiguous","anim",6,5,8,"N2","Denek01"
"Denek01","Trial019","rc-nonforced-anim-2.jpg",5,282,1,0,282,282,564,282,1064,282,0,282,0,0,282,"rc","etrafına","ambiguous","anim",8,6,11,"spillover","Denek01"
"Denek01","Trial021","rc-n1forced-anim-2.jpg",2,117,1,0,327,327,654,327,327,327,0,327,0,0,327,"rc","satılan","N1 attachment","anim",7,7,8,"pre-critical","Denek01"
"Denek01","Trial021","rc-n1forced-anim-2.jpg",3,558,1,0,558,558,2000,558,885,1442,0,1442,0,0,242,"rc","patronun","N1 attachment","anim",8,7,3,"N1","Denek01"
"Denek01","Trial021","rc-n1forced-anim-2.jpg",4,105,1,0,105,105,694,305,1190,589,0,589,1,2,242,"rc","evi","N1 attachment","anim",3,8,5,"N2","Denek01"
"Denek01","Trial021","rc-n1forced-anim-2.jpg",5,190,1,0,190,438,876,922,2112,686,248,438,1,2,248,"rc","geçen","N1 attachment","anim",5,3,2,"spillover","Denek01"
"Denek01","Trial023","rc-n2forced-anim-2.jpg",2,253,1,0,253,253,506,253,367,253,0,253,0,0,253,"rc","boğulan","N2 attachment","anim",7,7,5,"pre-critical","Denek01"
"Denek01","Trial023","rc-n2forced-anim-2.jpg",3,0,0,0,0,0,0,0,367,0,0,0,0,0,0,"rc","salın","N2 attachment","anim",5,7,6,"N1","Denek01"
"Denek01","Trial023","rc-n2forced-anim-2.jpg",4,253,1,0,723,723,1446,723,1090,723,0,723,0,0,723,"rc","sahibi","N2 attachment","anim",6,5,3,"N2","Denek01"
"Denek01","Trial023","rc-n2forced-anim-2.jpg",5,0,0,0,0,0,0,0,1090,0,0,0,0,0,0,"rc","dün","N2 attachment","anim",3,6,5,"spillover","Denek01"
"Denek01","Trial025","rc-nonforced-nonanim-2.jpg",2,172,1,0,324,324,648,324,324,324,0,324,0,0,324,"rc","kirlenen","ambiguous","nonanim",8,6,5,"pre-critical","Denek01"
"Denek01","Trial025","rc-nonforced-nonanim-2.jpg",3,0,0,0,0,0,0,0,324,0,0,0,0,0,0,"rc","gölün","ambiguous","nonanim",5,8,6,"N1","Denek01"
"Denek01","Trial025","rc-nonforced-nonanim-2.jpg",4,170,1,0,170,170,340,170,494,170,0,170,0,0,170,"rc","etrafı","ambiguous","nonanim",6,5,5,"N2","Denek01"
"Denek01","Trial025","rc-nonforced-nonanim-2.jpg",5,214,1,0,214,214,428,214,708,214,0,214,0,0,214,"rc","büyük","ambiguous","nonanim",5,6,10,"spillover","Denek01"
"Denek01","Trial027","rc-n1forced-nonanim-2.jpg",2,218,1,0,218,218,436,218,360,218,0,218,0,0,218,"rc","yıkılan","N1 attachment","nonanim",7,8,4,"pre-critical","Denek01"
"Denek01","Trial027","rc-n1forced-nonanim-2.jpg",3,0,0,0,0,0,0,0,360,0,0,0,0,0,0,"rc","evin","N1 attachment","nonanim",4,7,7,"N1","Denek01"
"Denek01","Trial027","rc-n1forced-nonanim-2.jpg",4,272,1,0,516,516,1032,516,876,516,0,516,0,0,516,"rc","bekçisi","N1 attachment","nonanim",7,4,5,"N2","Denek01"
"Denek01","Trial027","rc-n1forced-nonanim-2.jpg",5,214,1,0,214,214,428,214,1090,214,0,214,0,0,214,"rc","başka","N1 attachment","nonanim",5,7,3,"spillover","Denek01"
"Denek01","Trial029","rc-n2forced-nonanim-2.jpg",2,288,1,0,288,288,1468,288,410,1180,0,1180,0,0,446,"rc","yırtılan","N2 attachment","nonanim",8,6,5,"pre-critical","Denek01"
"Denek01","Trial029","rc-n2forced-nonanim-2.jpg",3,0,0,0,0,0,0,0,410,0,0,0,0,0,0,"rc","kızın","N2 attachment","nonanim",5,8,6,"N1","Denek01"
"Denek01","Trial029","rc-n2forced-nonanim-2.jpg",4,934,1,0,934,934,2476,934,1344,1542,0,1542,0,0,304,"rc","atkısı","N2 attachment","nonanim",6,5,7,"N2","Denek01"
"Denek01","Trial029","rc-n2forced-nonanim-2.jpg",5,102,1,0,102,102,444,102,1446,342,0,342,0,0,120,"rc","çamaşır","N2 attachment","nonanim",7,6,10,"spillover","Denek01"
"Denek01","Trial031","rc-nonforced-anim-3.jpg",2,372,1,0,372,372,1184,372,827,812,0,812,0,0,220,"rc","ağlayan","ambiguous","anim",7,7,5,"pre-critical","Denek01"
"Denek01","Trial031","rc-nonforced-anim-3.jpg",3,0,0,0,0,0,0,0,827,0,0,0,0,0,0,"rc","kızın","ambiguous","anim",5,7,6,"N1","Denek01"
"Denek01","Trial031","rc-nonforced-anim-3.jpg",4,284,1,0,700,700,2218,700,1527,1518,0,1518,0,0,246,"rc","halası","ambiguous","anim",6,5,4,"N2","Denek01"
"Denek01","Trial031","rc-nonforced-anim-3.jpg",5,152,1,0,152,152,914,152,1679,762,0,762,0,1,187,"rc","evde","ambiguous","anim",4,6,13,"spillover","Denek01"
"Denek01","Trial033","rc-n1forced-anim-3.jpg",2,233,1,0,233,233,1132,233,233,899,0,899,0,0,333,"rc","ağlayan","N1 attachment","anim",7,7,5,"pre-critical","Denek01"
"Denek01","Trial033","rc-n1forced-anim-3.jpg",3,0,0,0,0,0,336,0,233,336,0,336,0,2,168,"rc","kızın","N1 attachment","anim",5,7,6,"N1","Denek01"
"Denek01","Trial033","rc-n1forced-anim-3.jpg",4,668,1,0,668,668,1336,668,901,668,0,668,0,0,668,"rc","vazosu","N1 attachment","anim",6,5,7,"N2","Denek01"
"Denek01","Trial033","rc-n1forced-anim-3.jpg",5,232,1,0,232,232,776,232,1133,544,0,544,0,0,156,"rc","öğleyin","N1 attachment","anim",7,6,9,"spillover","Denek01"
"Denek01","Trial035","rc-n2forced-anim-3.jpg",2,208,1,0,208,208,416,208,208,208,0,208,0,0,208,"rc","konuşan","N2 attachment","anim",7,7,5,"pre-critical","Denek01"
"Denek01","Trial035","rc-n2forced-anim-3.jpg",3,0,0,0,0,0,290,0,208,290,0,290,0,0,145,"rc","kotun","N2 attachment","anim",5,7,6,"N1","Denek01"
"Denek01","Trial035","rc-n2forced-anim-3.jpg",4,0,0,0,0,0,730,0,208,730,0,730,0,2,131,"rc","sahibi","N2 attachment","anim",6,5,4,"N2","Denek01"
"Denek01","Trial035","rc-n2forced-anim-3.jpg",5,414,1,0,414,414,828,414,622,414,0,414,0,0,414,"rc","kotu","N2 attachment","anim",4,6,7,"spillover","Denek01"
"Denek01","Trial037","rc-nonforced-nonanim-3.jpg",2,169,1,0,374,374,748,374,374,374,0,374,0,0,374,"rc","bozulan","ambiguous","nonanim",7,7,6,"pre-critical","Denek01"
"Denek01","Trial037","rc-nonforced-nonanim-3.jpg",3,278,1,0,278,278,556,278,652,278,0,278,0,0,278,"rc","aracın","ambiguous","nonanim",6,7,5,"N1","Denek01"
"Denek01","Trial037","rc-nonforced-nonanim-3.jpg",4,348,1,0,348,348,696,348,1000,348,0,348,0,0,348,"rc","aküsü","ambiguous","nonanim",5,6,5,"N2","Denek01"
"Denek01","Trial037","rc-nonforced-nonanim-3.jpg",5,159,1,0,159,159,318,159,1159,159,0,159,0,0,159,"rc","başka","ambiguous","nonanim",5,5,9,"spillover","Denek01"
"Denek01","Trial039","rc-n1forced-nonanim-3.jpg",2,150,1,0,150,150,572,150,150,422,0,422,0,2,136,"rc","kapanan","N1 attachment","nonanim",7,7,5,"pre-critical","Denek01"
"Denek01","Trial039","rc-n1forced-nonanim-3.jpg",3,184,1,0,251,422,844,784,934,593,171,422,1,2,171,"rc","köyün","N1 attachment","nonanim",5,7,6,"N1","Denek01"
"Denek01","Trial039","rc-n1forced-nonanim-3.jpg",4,325,1,0,325,325,650,325,1259,325,0,325,0,0,325,"rc","delisi","N1 attachment","nonanim",6,5,3,"N2","Denek01"
"Denek01","Trial039","rc-n1forced-nonanim-3.jpg",5,0,0,0,0,0,0,0,1259,0,0,0,0,0,0,"rc","iki","N1 attachment","nonanim",3,6,3,"spillover","Denek01"
"Denek01","Trial041","rc-n2forced-nonanim-3x.jpg",2,221,1,0,221,221,930,221,584,709,0,709,0,2,244,"rc","kırılan","N2 attachment","nonanim",7,8,5,"pre-critical","Denek01"
"Denek01","Trial041","rc-n2forced-nonanim-3x.jpg",3,0,0,0,0,0,1150,0,584,1150,0,1150,0,2,205,"rc","kızın","N2 attachment","nonanim",5,7,6,"N1","Denek01"
"Denek01","Trial041","rc-n2forced-nonanim-3x.jpg",4,402,1,0,402,704,1848,1074,1658,1446,302,1144,1,4,220,"rc","vazosu","N2 attachment","nonanim",6,5,3,"N2","Denek01"
"Denek01","Trial041","rc-n2forced-nonanim-3x.jpg",5,0,0,0,0,0,0,0,1658,0,0,0,0,0,0,"rc","dün","N2 attachment","nonanim",3,6,9,"spillover","Denek01"
"Denek01","Trial043","rc-nonforced-anim-4.jpg",2,0,0,0,0,0,0,0,616,0,0,0,0,0,0,"rc","çekilen","ambiguous","anim",7,7,5,"pre-critical","Denek01"
"Denek01","Trial043","rc-nonforced-anim-4.jpg",3,0,0,0,0,0,0,0,616,0,0,0,0,0,0,"rc","kızın","ambiguous","anim",5,7,6,"N1","Denek01"
"Denek01","Trial043","rc-nonforced-anim-4.jpg",4,106,1,0,106,106,212,106,722,106,0,106,0,0,106,"rc","dayısı","ambiguous","anim",6,5,5,"N2","Denek01"
"Denek01","Trial043","rc-nonforced-anim-4.jpg",5,151,1,0,151,151,302,151,873,151,0,151,0,0,151,"rc","elmas","ambiguous","anim",5,6,8,"spillover","Denek01"
"Denek01","Trial045","rc-n1forced-anim-4.jpg",2,414,1,0,414,414,828,414,622,414,0,414,0,0,414,"rc","geçinen","N1 attachment","anim",7,7,6,"pre-critical","Denek01"
"Denek01","Trial045","rc-n1forced-anim-4.jpg",3,286,1,0,286,286,572,286,908,286,0,286,0,0,286,"rc","adamın","N1 attachment","anim",6,7,5,"N1","Denek01"
"Denek01","Trial045","rc-n1forced-anim-4.jpg",4,279,1,0,279,279,558,279,1187,279,0,279,0,0,279,"rc","köşkü","N1 attachment","anim",5,6,5,"N2","Denek01"
"Denek01","Trial045","rc-n1forced-anim-4.jpg",5,199,1,0,279,279,558,279,1466,279,0,279,0,0,279,"rc","geçen","N1 attachment","anim",5,5,3,"spillover","Denek01"
"Denek01","Trial047","rc-n2forced-anim-4.jpg",2,256,1,0,256,256,512,256,541,256,0,256,0,0,256,"rc","çıkarılan","N2 attachment","anim",9,5,5,"pre-critical","Denek01"
"Denek01","Trial047","rc-n2forced-anim-4.jpg",3,0,0,0,0,0,464,0,541,464,0,464,0,0,232,"rc","yatın","N2 attachment","anim",5,9,6,"N1","Denek01"
"Denek01","Trial047","rc-n2forced-anim-4.jpg",4,336,1,0,336,336,1090,336,877,754,0,754,0,0,209,"rc","aşçısı","N2 attachment","anim",6,5,10,"N2","Denek01"
"Denek01","Trial047","rc-n2forced-anim-4.jpg",5,125,1,0,125,585,1170,1026,1903,1045,460,585,1,2,460,"rc","işverenden","N2 attachment","anim",10,6,8,"spillover","Denek01"
"Denek01","Trial049","rc-nonforced-nonanim-4.jpg",2,214,1,0,600,600,1200,600,893,600,0,600,0,0,600,"rc","kiralanan","ambiguous","nonanim",9,5,6,"pre-critical","Denek01"
"Denek01","Trial049","rc-nonforced-nonanim-4.jpg",3,280,1,0,280,280,560,280,1173,280,0,280,0,0,280,"rc","köşkün","ambiguous","nonanim",6,9,5,"N1","Denek01"
"Denek01","Trial049","rc-nonforced-nonanim-4.jpg",4,412,1,0,412,412,824,412,1585,412,0,412,0,0,412,"rc","odası","ambiguous","nonanim",5,6,5,"N2","Denek01"
"Denek01","Trial049","rc-nonforced-nonanim-4.jpg",5,238,1,0,238,238,476,238,1823,238,0,238,0,0,238,"rc","akşam","ambiguous","nonanim",5,5,8,"spillover","Denek01"
"Denek01","Trial051","rc-n1forced-nonanim-4.jpg",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rc","verilen","N1 attachment","nonanim",7,6,7,"pre-critical","Denek01"
"Denek01","Trial051","rc-n1forced-nonanim-4.jpg",3,55,1,0,231,231,462,231,231,231,0,231,0,0,231,"rc","büronun","N1 attachment","nonanim",7,7,4,"N1","Denek01"
"Denek01","Trial051","rc-n1forced-nonanim-4.jpg",4,174,1,0,174,174,348,174,405,174,0,174,0,0,174,"rc","şefi","N1 attachment","nonanim",4,7,8,"N2","Denek01"
"Denek01","Trial051","rc-n1forced-nonanim-4.jpg",5,510,1,0,510,510,1020,510,915,510,0,510,0,0,510,"rc","görevini","N1 attachment","nonanim",8,4,9,"spillover","Denek01"
"Denek01","Trial053","rc-n2forced-nonanim-4.jpg",2,124,1,0,346,346,692,346,841,346,0,346,0,0,346,"rc","yankılanan","N2 attachment","nonanim",10,5,7,"pre-critical","Denek01"
"Denek01","Trial053","rc-n2forced-nonanim-4.jpg",3,236,1,0,236,236,472,236,1077,236,0,236,0,0,236,"rc","müdürün","N2 attachment","nonanim",7,10,4,"N1","Denek01"
"Denek01","Trial053","rc-n2forced-nonanim-4.jpg",4,0,0,0,0,0,0,0,1077,0,0,0,0,0,0,"rc","sesi","N2 attachment","nonanim",4,7,13,"N2","Denek01"
"Denek01","Trial053","rc-n2forced-nonanim-4.jpg",5,154,1,0,728,728,1456,728,1805,728,0,728,0,0,728,"rc","çevredekileri","N2 attachment","nonanim",13,4,3,"spillover","Denek01"
"Denek01","Trial059","rc-n2forced-anim-5.jpg",2,246,1,0,852,852,1704,852,852,852,0,852,0,0,852,"rc","bekleyen","N2 attachment","anim",8,6,4,"pre-critical","Denek01"
"Denek01","Trial059","rc-n2forced-anim-5.jpg",3,0,0,0,0,0,0,0,852,0,0,0,0,0,0,"rc","evin","N2 attachment","anim",4,8,7,"N1","Denek01"
"Denek01","Trial059","rc-n2forced-anim-5.jpg",4,286,1,0,576,576,1152,576,1428,576,0,576,0,0,576,"rc","bekçisi","N2 attachment","anim",7,4,4,"N2","Denek01"
"Denek01","Trial059","rc-n2forced-anim-5.jpg",5,243,1,0,243,243,486,243,1671,243,0,243,0,0,243,"rc","saat","N2 attachment","anim",4,7,3,"spillover","Denek01"
"Denek01","Trial061","rc-nonforced-nonanim-5.jpg",2,142,1,0,486,486,972,486,486,486,0,486,0,0,486,"rc","temizlenen","ambiguous","nonanim",10,5,4,"pre-critical","Denek01"
"Denek01","Trial061","rc-nonforced-nonanim-5.jpg",3,0,0,0,0,0,0,0,486,0,0,0,0,0,0,"rc","evin","ambiguous","nonanim",4,10,7,"N1","Denek01"
"Denek01","Trial061","rc-nonforced-nonanim-5.jpg",4,280,1,0,777,777,1554,777,1263,777,0,777,0,0,777,"rc","bahçesi","ambiguous","nonanim",7,4,7,"N2","Denek01"
"Denek01","Trial061","rc-nonforced-nonanim-5.jpg",5,214,1,0,720,720,1440,720,1983,720,0,720,0,0,720,"rc","yeniden","ambiguous","nonanim",7,7,5,"spillover","Denek01"
"Denek01","Trial063","rc-n1forced-nonanim-5.jpg",2,255,1,0,255,255,698,255,929,443,0,443,0,2,94,"rc","batan","N1 attachment","nonanim",5,10,5,"pre-critical","Denek01"
"Denek01","Trial063","rc-n1forced-nonanim-5.jpg",3,0,0,0,0,0,0,0,929,0,0,0,0,0,0,"rc","salın","N1 attachment","nonanim",5,5,6,"N1","Denek01"
"Denek01","Trial063","rc-n1forced-nonanim-5.jpg",4,354,1,0,630,630,1260,630,1559,630,0,630,0,0,630,"rc","sahibi","N1 attachment","nonanim",6,5,6,"N2","Denek01"
"Denek01","Trial063","rc-n1forced-nonanim-5.jpg",5,384,1,0,384,384,768,384,1943,384,0,384,0,0,384,"rc","kıyıya","N1 attachment","nonanim",6,6,7,"spillover","Denek01"
"Denek01","Trial065","rc-n2forced-nonanim-5.jpg",2,670,1,0,670,670,1340,670,1106,670,0,670,0,0,670,"rc","sarılan","N2 attachment","nonanim",7,6,6,"pre-critical","Denek01"
"Denek01","Trial065","rc-n2forced-nonanim-5.jpg",3,244,1,0,244,244,488,244,1350,244,0,244,0,0,244,"rc","adamın","N2 attachment","nonanim",6,7,5,"N1","Denek01"
"Denek01","Trial065","rc-n2forced-nonanim-5.jpg",4,0,0,0,0,0,0,0,1350,0,0,0,0,0,0,"rc","ayağı","N2 attachment","nonanim",5,6,5,"N2","Denek01"
"Denek01","Trial065","rc-n2forced-nonanim-5.jpg",5,185,1,0,185,185,370,185,1535,185,0,185,0,0,185,"rc","sabah","N2 attachment","nonanim",5,5,4,"spillover","Denek01"
"Denek01","Trial067","rc-nonforced-anim-6.jpg",2,224,1,0,224,224,448,224,327,224,0,224,0,0,224,"rc","aranan","ambiguous","anim",6,8,7,"pre-critical","Denek01"
"Denek01","Trial067","rc-nonforced-anim-6.jpg",3,280,1,0,280,280,560,280,607,280,0,280,0,0,280,"rc","askerin","ambiguous","anim",7,6,4,"N1","Denek01"
"Denek01","Trial067","rc-nonforced-anim-6.jpg",4,0,0,0,0,0,0,0,607,0,0,0,0,0,0,"rc","kızı","ambiguous","anim",4,7,9,"N2","Denek01"
"Denek01","Trial067","rc-nonforced-anim-6.jpg",5,141,1,0,801,801,1602,801,1408,801,0,801,0,0,801,"rc","istasyonu","ambiguous","anim",9,4,9,"spillover","Denek01"
"Denek01","Trial069","rc-n1forced-anim-6.jpg",2,240,1,0,240,240,480,240,464,240,0,240,0,0,240,"rc","yürüyen","N1 attachment","anim",7,7,5,"pre-critical","Denek01"
"Denek01","Trial069","rc-n1forced-anim-6.jpg",3,0,0,0,0,0,0,0,464,0,0,0,0,0,0,"rc","kızın","N1 attachment","anim",5,7,6,"N1","Denek01"
"Denek01","Trial069","rc-n1forced-anim-6.jpg",4,582,1,0,582,582,1164,582,1046,582,0,582,0,0,582,"rc","atkısı","N1 attachment","anim",6,5,5,"N2","Denek01"
"Denek01","Trial069","rc-n1forced-anim-6.jpg",5,170,1,0,170,170,644,170,1216,474,0,474,0,0,152,"rc","tozlu","N1 attachment","anim",5,6,7,"spillover","Denek01"
"Denek01","Trial071","rc-n2forced-anim-6.jpg",2,214,1,0,214,214,428,214,772,214,0,214,0,0,214,"rc","isteyen","N2 attachment","anim",7,7,7,"pre-critical","Denek01"
"Denek01","Trial071","rc-n2forced-anim-6.jpg",3,347,1,0,347,347,694,347,1119,347,0,347,0,0,347,"rc","büronun","N2 attachment","anim",7,7,4,"N1","Denek01"
"Denek01","Trial071","rc-n2forced-anim-6.jpg",4,194,1,0,194,194,388,194,1313,194,0,194,0,0,194,"rc","şefi","N2 attachment","anim",4,7,3,"N2","Denek01"
"Denek01","Trial071","rc-n2forced-anim-6.jpg",5,0,0,0,0,0,0,0,1313,0,0,0,0,0,0,"rc","ilk","N2 attachment","anim",3,4,4,"spillover","Denek01"
"Denek01","Trial073","rc-nonforced-nonanim-6.jpg",2,336,1,0,336,336,672,336,464,336,0,336,0,0,336,"rc","kırılan","ambiguous","nonanim",7,7,7,"pre-critical","Denek01"
"Denek01","Trial073","rc-nonforced-nonanim-6.jpg",3,390,1,0,390,390,780,390,854,390,0,390,0,0,390,"rc","kapının","ambiguous","nonanim",7,7,4,"N1","Denek01"
"Denek01","Trial073","rc-nonforced-nonanim-6.jpg",4,0,0,0,0,0,0,0,854,0,0,0,0,0,0,"rc","kolu","ambiguous","nonanim",4,7,3,"N2","Denek01"
"Denek01","Trial073","rc-nonforced-nonanim-6.jpg",5,700,1,0,700,700,1400,700,1554,700,0,700,0,0,700,"rc","dün","ambiguous","nonanim",3,4,5,"spillover","Denek01"
"Denek03","Trial007","rc-nonforced-anim-1.jpg",2,304,1,0,304,304,1058,304,745,754,0,754,0,0,225,"rc","yıkanan","ambiguous","anim",7,7,7,"pre-critical","Denek03"
"Denek03","Trial007","rc-nonforced-anim-1.jpg",3,124,1,0,124,488,1666,713,1458,1542,364,1178,1,2,345,"rc","kadının","ambiguous","anim",7,7,4,"N1","Denek03"
"Denek03","Trial007","rc-nonforced-anim-1.jpg",4,0,0,0,0,0,0,0,1458,0,0,0,0,0,0,"rc","oğlu","ambiguous","anim",4,7,3,"N2","Denek03"
"Denek03","Trial007","rc-nonforced-anim-1.jpg",5,159,1,0,159,159,752,159,1617,593,0,593,0,0,217,"rc","dün","ambiguous","anim",3,4,5,"spillover","Denek03"
"Denek03","Trial009","rc-n1forced-anim-1.jpg",2,326,1,0,326,326,1854,326,511,1528,0,1528,0,0,304,"rc","bağıran","N1 attachment","anim",7,6,7,"pre-critical","Denek03"
"Denek03","Trial009","rc-n1forced-anim-1.jpg",3,270,1,0,270,270,1452,270,781,1182,0,1182,0,0,456,"rc","müdürün","N1 attachment","anim",7,7,4,"N1","Denek03"
"Denek03","Trial009","rc-n1forced-anim-1.jpg",4,0,0,0,0,0,368,0,781,368,0,368,0,0,184,"rc","sesi","N1 attachment","anim",4,7,8,"N2","Denek03"
"Denek03","Trial009","rc-n1forced-anim-1.jpg",5,358,1,0,358,358,2604,358,1139,2246,0,2246,0,0,390,"rc","caddenin","N1 attachment","anim",8,4,10,"spillover","Denek03"
"Denek03","Trial011","rc-n2forced-anim-1.jpg",2,205,1,0,205,205,410,205,873,205,0,205,0,0,205,"rc","yürüyen","N2 attachment","anim",7,7,5,"pre-critical","Denek03"
"Denek03","Trial011","rc-n2forced-anim-1.jpg",3,488,1,0,488,488,976,488,1361,488,0,488,0,0,488,"rc","köyün","N2 attachment","anim",5,7,6,"N1","Denek03"
"Denek03","Trial011","rc-n2forced-anim-1.jpg",4,272,1,0,272,272,544,272,1633,272,0,272,0,0,272,"rc","delisi","N2 attachment","anim",6,5,5,"N2","Denek03"
"Denek03","Trial011","rc-n2forced-anim-1.jpg",5,0,0,0,0,0,0,0,1633,0,0,0,0,0,0,"rc","garip","N2 attachment","anim",5,6,10,"spillover","Denek03"
"Denek03","Trial013","rc-nonforced-nonanim-1.jpg",2,534,1,0,534,534,2126,534,1781,1592,0,1592,0,0,149,"rc","kirlenen","ambiguous","nonanim",8,6,5,"pre-critical","Denek03"
"Denek03","Trial013","rc-nonforced-nonanim-1.jpg",3,400,1,0,400,400,1540,400,2181,1140,0,1140,0,2,210,"rc","yolun","ambiguous","nonanim",5,8,6,"N1","Denek03"
"Denek03","Trial013","rc-nonforced-nonanim-1.jpg",4,180,1,0,180,180,588,180,2361,408,0,408,0,0,114,"rc","etrafı","ambiguous","nonanim",6,5,8,"N2","Denek03"
"Denek03","Trial013","rc-nonforced-nonanim-1.jpg",5,248,1,0,248,248,806,248,2609,558,0,558,0,0,155,"rc","yemyeşil","ambiguous","nonanim",8,6,9,"spillover","Denek03"
